merchant_id,industry_segment,settlement_frequency,monthly_txn_count,average_ticket_size,monthly_transaction_volume,chargeback_rate,fraud_alert_rate,days_since_last_chargeback,concentration_ratio,reserve_coverage_ratio,prior_default_flag,gross_exposure,net_exposure,synthetic_pd_signal,risk_label
M00214,restaurants,daily,335,40.71,13637.2,0.00313,0.00329,6,0.1578,0.8409,0,2400.95,1863.7,0.1049,0
M00215,marketplace,weekly,1885,91.45,172384.64,0.0002,0.00021,9,0.4572,0.767,0,22752.04,21637.07,0.0272,0
M00216,marketplace,daily,982,70.59,69317.59,0.01214,0.01137,316,0.3812,0.9312,0,5796.65,4298.09,0.9921,1
M00217,grocery,daily,1567,52.34,82014.31,0.00293,0.00218,26,0.085,0.7893,0,11753.15,9357.1,0.0625,1
M00218,grocery,weekly,1996,38.81,77454.94,0.00032,0.00042,1,0.0484,0.7019,0,7709.05,7559.8,0.013,0
M00219,healthcare,daily,2473,173.21,428351.65,0.00218,0.00205,85,0.167,0.4468,0,59414.88,55135.4,0.1,0
M00220,retail,daily,560,73.02,40893.38,0.00356,0.00389,120,0.3834,0.6264,0,4951.49,4252.46,0.2595,0
M00221,retail,daily,502,88.63,44490.19,0.00748,0.01243,70,0.1711,0.8974,0,4774.38,3602.35,0.9328,1
M00222,gaming,twice_weekly,647,151.44,97979.18,0.01232,0.01113,37,0.1249,0.7952,1,13202.02,11433.24,0.9975,1
M00223,marketplace,daily,2541,80.89,205541.92,0.00457,0.00633,67,0.083,0.4652,0,22540.86,20757.75,0.5232,1
M00224,electronics,daily,1584,224.79,356071.28,0.00167,0.0028,65,0.0851,0.7593,0,27427.98,22152.83,0.0583,0
M00225,retail,daily,3367,73.52,247525.87,0.00535,0.00853,12,0.0924,0.7903,0,15270.63,12151.39,0.6326,0
M00226,healthcare,twice_weekly,1123,100.94,113358.22,0.0059,0.01,9,0.2944,0.5775,0,19655.69,18819.15,0.8763,0
M00227,grocery,twice_weekly,868,31.02,26921.54,0.0033,0.00544,68,0.2741,0.6154,0,4515.49,4251.52,0.2833,1
M00228,digital_services,daily,1777,106.2,188717.65,0.00812,0.01055,51,0.3704,0.9689,1,28622.89,20807.83,0.98,1
M00229,digital_services,daily,603,94.8,57167.35,0.01824,0.01806,83,0.208,0.8023,0,7489.41,5924.95,0.9999,1
M00230,grocery,weekly,3436,42.74,146854.24,0.0018,0.00126,92,0.0231,0.9693,0,23618.84,20288.33,0.0199,0
M00231,fuel,daily,2147,72.12,154844.64,0.00586,0.01041,62,0.1452,0.7799,0,20228.64,16177.72,0.7997,1
M00232,travel,daily,1022,221.71,226590.46,0.01761,0.02484,76,0.1161,0.7107,0,17010.9,14057.2,1.0,1
M00233,electronics,daily,983,293.7,288703.93,0.00825,0.00985,10,0.131,0.5919,0,38637.74,33696.83,0.9471,1
M00234,digital_services,daily,2134,94.9,202518.21,0.01098,0.01903,38,0.167,0.8794,0,33025.9,25146.85,0.9986,1
M00235,electronics,daily,905,211.71,191597.69,0.01734,0.01593,162,0.1701,0.7257,0,25310.62,20769.78,0.9998,1
M00236,restaurants,daily,808,46.33,37431.13,0.00505,0.00758,85,0.2476,0.7522,0,4845.44,3926.84,0.5831,0
M00237,travel,daily,4924,277.0,1363923.69,0.00474,0.0055,182,0.1515,0.7917,0,124129.34,98705.91,0.4829,1
M00238,restaurants,daily,2343,47.26,110721.75,0.00374,0.00395,25,0.2994,0.5908,0,9385.98,8189.58,0.2661,0
M00239,grocery,twice_weekly,383,38.6,14785.29,0.0023,0.00306,58,0.2798,0.6561,0,1581.76,1462.22,0.0994,0
M00240,grocery,daily,724,55.92,40487.64,0.00207,0.00298,45,0.1055,1.0795,0,5051.14,3457.04,0.0349,0
M00241,restaurants,daily,1572,45.08,70870.27,0.00246,0.00319,53,0.2171,0.7498,0,7431.98,6029.63,0.0931,0
M00242,restaurants,weekly,465,38.42,17866.1,0.00309,0.00505,9,0.0649,0.9905,0,1119.08,950.49,0.1176,0
M00243,retail,daily,1442,68.13,98240.18,0.0055,0.00609,21,0.2345,0.6726,0,13051.83,10977.46,0.5621,1
M00244,gaming,twice_weekly,750,151.22,113416.29,0.00749,0.00866,11,0.118,0.8473,0,16306.04,13764.55,0.8667,1
M00245,digital_services,daily,2010,99.84,200688.42,0.01931,0.01795,61,0.1668,0.6889,0,21021.12,17547.98,1.0,1
M00246,healthcare,twice_weekly,1760,38.61,67945.12,0.00168,0.00292,2,0.2575,0.8933,0,10033.0,8275.32,0.0571,0
M00247,digital_services,daily,4192,127.77,535624.12,0.01143,0.01114,147,0.154,0.8093,0,94133.25,74216.94,0.9895,1
M00248,travel,daily,3767,450.48,1696971.89,0.02374,0.02935,31,0.2808,0.952,0,290324.18,212943.78,1.0,1
M00249,retail,daily,3354,59.59,199856.74,0.00547,0.00686,159,0.2896,0.9823,0,34754.21,25086.75,0.5266,1
M00250,travel,daily,1443,216.17,311934.7,0.01284,0.0185,112,0.0821,0.7162,0,46878.12,38640.35,0.9994,1
M00251,marketplace,daily,2285,87.95,200964.65,0.0002,0.00035,129,0.2138,0.8791,0,33046.73,25166.93,0.0148,0
M00252,healthcare,twice_weekly,2360,148.84,351258.14,0.00425,0.00327,134,0.1897,1.0081,0,29158.86,22645.01,0.1341,0
M00253,travel,weekly,507,243.06,123233.69,0.02322,0.03375,53,0.0787,0.8254,0,12640.72,11685.8,1.0,1
M00254,retail,daily,1222,84.17,102857.71,0.00534,0.00388,365,0.2857,0.9646,0,14498.85,10564.41,0.2803,1
M00255,retail,weekly,1375,80.78,111078.59,0.00445,0.00549,6,0.0428,0.7953,0,12288.85,11528.81,0.2842,0
M00256,restaurants,twice_weekly,780,41.33,32236.6,0.00382,0.00509,6,0.0807,1.0805,0,3143.59,2345.77,0.1443,0
M00257,restaurants,weekly,1219,31.35,38214.78,0.00716,0.0084,52,0.2362,0.8892,0,4802.81,4300.4,0.7877,1
M00258,grocery,twice_weekly,507,29.67,15041.26,0.00205,0.00181,77,0.0623,0.7672,0,2131.68,1871.13,0.036,0
M00259,grocery,twice_weekly,1339,38.48,51529.05,0.00253,0.00202,94,0.1072,0.9455,0,7146.96,5738.18,0.0395,0
M00260,digital_services,daily,5075,116.52,591327.57,0.01135,0.01087,7,0.0656,0.7454,0,91112.89,74077.35,0.9882,1
M00261,fuel,twice_weekly,972,58.19,56559.84,0.00355,0.00548,85,0.0711,0.8379,0,4143.0,3513.67,0.1814,0
M00262,restaurants,weekly,570,59.73,34043.6,0.00434,0.00768,174,0.1216,0.8283,0,4720.57,4357.66,0.4256,0
M00263,retail,daily,417,90.37,37684.21,0.00588,0.00663,3,0.1377,0.7487,0,3540.9,2874.35,0.575,1
M00264,fuel,daily,2123,70.55,149778.49,0.00259,0.00412,149,0.1424,0.7828,0,10126.67,8087.19,0.1049,0
M00265,healthcare,daily,629,166.68,104842.97,0.00212,0.00243,2,0.1975,0.901,0,6520.62,4910.8,0.0522,0
M00266,fuel,weekly,963,70.29,67689.46,0.00219,0.00221,15,0.2022,0.9092,0,11859.38,10511.06,0.049,0
M00267,retail,daily,2684,67.85,182114.73,0.00436,0.00569,165,0.1503,0.9045,0,28865.91,21700.04,0.2878,0
M00268,fuel,twice_weekly,2014,51.99,104710.85,0.00332,0.00304,45,0.1741,1.0599,0,8577.5,6474.64,0.0726,1
M00269,grocery,weekly,417,55.03,22948.35,0.00302,0.00378,152,0.1499,0.5795,0,3332.63,3453.69,0.1474,0
M00270,grocery,weekly,1042,48.38,50413.93,0.00086,0.00088,307,0.02,0.8339,0,5778.86,5319.86,0.0136,0
M00271,grocery,daily,1600,39.87,63795.9,0.00149,0.00236,15,0.2036,0.8391,0,8299.09,6447.93,0.0408,0
M00272,fuel,twice_weekly,941,55.38,52113.26,0.0056,0.00615,73,0.2339,0.8648,0,5981.62,5005.42,0.4707,1
M00273,grocery,weekly,1022,32.59,33311.83,0.0018,0.0021,44,0.3047,0.6484,0,2887.59,2901.91,0.0644,0
M00274,digital_services,daily,1495,110.01,164461.74,0.01513,0.02273,32,0.1575,0.8784,0,24207.21,18441.19,0.9999,1
M00275,marketplace,twice_weekly,1066,86.39,92089.09,0.01012,0.0109,36,0.273,0.9489,0,5582.99,4474.49,0.9724,1
M00276,retail,daily,4878,110.54,539198.33,0.00621,0.00703,10,0.1105,0.9124,0,56899.61,42602.59,0.6026,0
M00277,retail,twice_weekly,3649,116.09,423629.48,0.00671,0.00708,134,0.2405,1.1015,0,54080.22,39877.79,0.6261,1
M00278,gaming,daily,1087,119.07,129434.39,0.02936,0.05038,9,0.1027,0.5085,0,13196.06,11932.24,1.0,1
M00279,healthcare,daily,557,140.55,78287.31,0.00376,0.00584,79,0.0901,0.565,0,7010.49,6186.51,0.3108,1
M00280,restaurants,daily,1130,46.08,52068.91,0.00435,0.00699,12,0.2127,0.7046,0,5364.17,4445.4,0.4761,1
M00281,grocery,daily,2241,35.87,80383.97,0.00178,0.00166,40,0.379,0.8515,0,11756.66,9078.36,0.0478,0
M00282,fuel,daily,1076,34.8,37439.61,0.00295,0.00215,335,0.0906,0.954,0,5619.1,4117.17,0.0478,0
M00283,retail,twice_weekly,1813,73.55,133340.37,0.00352,0.00295,72,0.1631,1.1713,0,16600.47,11753.94,0.0689,0
M00284,retail,daily,1664,89.12,148294.21,0.00627,0.00894,232,0.1692,0.9284,0,18602.84,13814.02,0.7227,1
M00285,digital_services,daily,751,83.51,62719.6,0.02774,0.02361,31,0.4022,0.9014,0,5794.68,4363.21,1.0,1
M00286,travel,twice_weekly,1215,280.53,340842.93,0.02618,0.04667,131,0.2159,0.7586,0,27797.14,24499.78,1.0,1
M00287,grocery,twice_weekly,1884,20.32,38289.68,0.00109,0.00148,50,0.2438,1.071,0,3806.43,2855.48,0.0183,0
M00288,retail,daily,1230,111.1,136654.46,0.00762,0.01157,17,0.3426,0.8117,0,12792.59,10073.87,0.9496,1
M00289,gaming,weekly,2008,114.11,229126.06,0.01918,0.01393,364,0.3015,0.5446,0,39836.16,41916.14,0.9999,1
M00290,grocery,daily,6911,34.97,241653.48,0.00155,0.00261,17,0.215,0.8286,0,42247.59,32995.32,0.0518,0
M00291,restaurants,weekly,2470,32.61,80540.16,0.00538,0.0043,169,0.052,1.0295,0,6562.87,5457.62,0.2052,1
M00292,grocery,daily,1575,46.61,73418.49,0.00223,0.00302,45,0.352,0.8949,0,9669.02,7304.6,0.0772,0
M00293,healthcare,twice_weekly,1094,136.5,149326.42,0.00498,0.00488,61,0.0732,0.5757,0,10578.25,10136.35,0.3577,0
M00294,grocery,weekly,1542,46.02,70969.31,0.00254,0.00423,21,0.1592,0.8254,0,8437.84,7800.18,0.1046,0
M00295,restaurants,weekly,3118,43.67,136151.07,0.00364,0.00455,26,0.3919,0.8279,0,20455.12,18886.04,0.2613,1
M00296,healthcare,daily,1594,94.14,150063.03,0.00224,0.00232,73,0.2894,0.7428,0,13306.2,10831.63,0.0748,0
M00297,electronics,twice_weekly,3300,171.34,565422.63,0.00488,0.00539,21,0.235,0.7326,0,92787.63,82795.25,0.5201,0
M00298,restaurants,daily,872,58.25,50790.9,0.00416,0.00449,159,0.2506,0.8134,0,4761.67,3746.67,0.2416,1
M00299,restaurants,twice_weekly,2743,52.9,145107.19,0.00636,0.00598,130,0.1947,0.9483,0,22391.66,17951.41,0.5147,0
M00300,digital_services,twice_weekly,2423,130.38,315911.88,0.01049,0.00917,29,0.3769,0.6429,0,43616.5,40563.43,0.9829,1
M00301,restaurants,weekly,259,24.48,6340.7,0.004,0.0059,36,0.1425,0.9872,0,1039.34,884.29,0.2236,0
M00302,grocery,daily,3036,33.15,100635.84,0.00327,0.00257,39,0.2846,0.7536,0,16020.18,12974.09,0.1162,0
M00303,gaming,daily,366,126.99,46479.88,0.0106,0.00779,196,0.1871,0.3035,0,7452.32,7326.65,0.9802,1
M00304,gaming,twice_weekly,481,100.38,48284.01,0.0065,0.0063,143,0.308,0.8917,0,3083.81,2545.64,0.6981,1
M00305,restaurants,daily,2470,42.86,105852.66,0.00337,0.00597,61,0.4271,0.878,0,15532.78,11835.57,0.3135,0
M00306,travel,daily,1253,219.73,275326.98,0.0166,0.01307,117,0.3083,0.8542,0,35043.75,27023.13,0.9995,1
M00307,retail,daily,2238,49.43,110615.77,0.00568,0.00626,17,0.5375,0.7379,0,7820.92,6381.02,0.6938,1
M00308,digital_services,twice_weekly,870,114.05,99225.92,0.02216,0.03814,52,0.1591,0.9451,0,15333.45,12313.85,1.0,1
M00309,retail,daily,462,60.61,28001.07,0.00854,0.01233,8,0.0695,0.6281,0,4430.39,3802.02,0.9674,1
M00310,grocery,daily,906,34.87,31592.75,0.0033,0.00362,101,0.039,0.8593,0,3504.89,2695.91,0.0887,0
M00311,travel,daily,1269,238.75,302979.67,0.03074,0.04181,35,0.4705,0.6533,0,44234.17,37531.94,1.0,1
M00312,travel,weekly,2074,421.55,874286.46,0.02521,0.04014,77,0.1021,0.526,0,68747.79,72918.0,1.0,1
M00313,retail,twice_weekly,299,74.38,22241.02,0.00094,0.00165,10,0.0468,0.7762,0,3068.11,2681.57,0.0233,0
M00314,retail,daily,2046,98.03,200565.87,0.00841,0.00613,219,0.0817,0.7558,0,17516.48,14171.1,0.7581,1
M00315,retail,daily,1046,119.29,124779.65,0.00885,0.01059,70,0.4748,0.7892,0,21178.99,16862.09,0.9686,1
M00316,retail,daily,251,77.18,19371.91,0.00487,0.00516,8,0.4863,0.8764,0,1540.14,1174.52,0.4464,1
M00317,retail,daily,1170,57.69,67497.16,0.00544,0.00476,88,0.1103,0.7497,0,4858.4,3941.95,0.3513,0
M00318,marketplace,twice_weekly,493,68.77,33901.47,0.00522,0.00793,24,0.3837,0.6804,0,4013.97,3669.62,0.7414,1
M00319,retail,daily,1763,112.28,197949.54,0.00423,0.00528,48,0.0756,0.7327,0,21768.24,17804.08,0.2748,1
M00320,electronics,weekly,402,353.42,142075.15,0.01359,0.01153,19,0.1275,1.1742,0,25193.49,19291.93,0.992,1
M00321,healthcare,daily,4299,103.98,447002.65,0.0025,0.00402,75,0.4166,0.7159,0,75597.38,62322.18,0.2018,1
M00322,gaming,twice_weekly,1861,141.66,263622.75,0.01139,0.01785,144,0.0968,0.7154,0,30712.44,27627.03,0.9988,1
M00323,retail,daily,5026,54.46,273738.09,0.0097,0.01045,68,0.0934,0.7231,0,30545.33,25096.03,0.9616,0
M00324,gaming,weekly,1834,89.78,164660.37,0.00916,0.00794,144,0.0868,1.0077,1,28088.31,23635.66,0.9594,1
M00325,restaurants,weekly,3491,49.82,173923.66,0.00589,0.00442,254,0.2128,0.6689,0,12570.78,12515.97,0.4526,0
M00326,marketplace,twice_weekly,869,62.47,54287.89,0.00568,0.00651,44,0.1798,0.7275,0,7506.66,6714.22,0.586,1
M00327,restaurants,daily,860,25.83,22210.22,0.00117,0.00155,31,0.3648,0.6,0,2825.71,2455.58,0.0536,0
M00328,gaming,daily,3989,122.59,489020.59,0.01448,0.02425,15,0.0936,0.7363,0,56910.66,46469.55,1.0,1
M00329,digital_services,twice_weekly,1066,117.17,124899.58,0.0085,0.01157,65,0.2191,0.8305,0,8300.71,7065.34,0.9601,1
M00330,retail,twice_weekly,2093,105.25,220281.84,0.00625,0.00834,107,0.2019,0.7421,0,32431.25,28809.03,0.7637,1
M00331,marketplace,daily,2760,38.64,106637.95,0.01283,0.01753,30,0.3444,0.8072,0,15383.47,12141.25,0.9993,1
M00332,fuel,daily,1906,57.76,110093.05,0.00315,0.0025,31,0.1637,1.0,0,8878.72,6348.27,0.0626,0
M00333,marketplace,daily,1011,89.82,90811.4,0.01557,0.01909,24,0.2096,0.805,0,11473.29,9064.54,0.9998,1
M00334,healthcare,weekly,383,124.12,47538.77,0.00442,0.00729,198,0.0964,0.7697,0,6334.98,6016.84,0.4121,0
M00335,grocery,twice_weekly,1349,21.37,28822.42,0.00173,0.00187,89,0.5014,0.6759,0,1920.0,1758.92,0.0776,1
M00336,digital_services,twice_weekly,660,122.22,80666.52,0.0002,0.00031,37,0.1489,0.5482,0,9239.71,8960.29,0.0215,0
M00337,grocery,twice_weekly,918,35.91,32962.01,0.00197,0.0025,16,0.132,0.6974,0,4124.29,3741.11,0.0569,0
M00338,marketplace,daily,5888,31.32,184394.92,0.01332,0.013,40,0.3083,0.6584,0,32602.13,27598.35,0.9981,1
M00339,grocery,daily,929,37.67,34999.77,0.00186,0.00329,10,0.6326,0.921,0,2181.34,1626.0,0.1131,1
M00340,electronics,daily,399,213.14,85043.51,0.01635,0.02502,223,0.2192,0.4606,0,7676.03,7082.36,1.0,1
M00341,grocery,twice_weekly,1156,31.58,36501.73,0.00239,0.00272,6,0.419,0.7942,0,6469.36,5605.33,0.1032,0
M00342,electronics,daily,3862,270.38,1044213.6,0.01274,0.01182,65,0.345,0.5126,0,117318.57,105898.29,0.9981,1
M00343,restaurants,daily,2941,34.65,101905.99,0.00503,0.00842,181,0.1022,0.8113,0,7163.57,5642.38,0.562,0
M00344,digital_services,daily,1416,75.94,107524.72,0.00757,0.00749,180,0.3273,0.8554,0,9494.34,7317.12,0.8338,1
M00345,restaurants,daily,910,69.41,63166.65,0.00702,0.00833,10,0.2282,0.6825,0,10757.43,9006.52,0.8346,1
M00346,restaurants,twice_weekly,1416,35.11,49715.98,0.00326,0.00236,3,0.092,0.7344,0,6713.79,5985.66,0.0904,0
M00347,electronics,daily,846,363.34,307385.42,0.01543,0.01208,57,0.2413,0.578,0,23787.13,20872.67,0.999,1
M00348,retail,daily,12324,70.92,874011.03,0.00041,0.00032,134,0.3439,0.9112,0,66807.88,50050.67,0.0189,0
M00349,digital_services,twice_weekly,1804,78.93,142382.15,0.0129,0.01603,95,0.1942,0.7763,0,15241.16,13320.05,0.9987,1
M00350,grocery,daily,1788,39.33,70321.9,0.00172,0.00307,47,0.0761,1.2053,0,4305.14,2737.92,0.024,0
M00351,digital_services,daily,709,116.0,82241.4,0.01063,0.01601,173,0.0755,0.9877,0,11459.95,8247.96,0.9937,1
M00352,fuel,daily,428,83.05,35545.19,0.00165,0.00232,9,0.1267,0.8844,0,5949.3,4518.64,0.0362,0
M00353,digital_services,twice_weekly,557,142.93,79612.08,0.00922,0.01153,274,0.1113,0.6979,0,12608.33,11434.47,0.9714,1
M00354,digital_services,daily,744,73.77,54886.28,0.01152,0.01264,142,0.3337,0.5682,0,5129.98,4520.68,0.9959,1
M00355,travel,twice_weekly,689,356.82,245851.79,0.01567,0.01285,248,0.3,0.8297,1,23303.97,19844.24,0.9997,1
M00356,gaming,weekly,1473,157.86,232523.84,0.00781,0.00628,36,0.2197,0.808,0,26924.77,25102.98,0.8167,1
M00357,restaurants,twice_weekly,1095,30.34,33219.15,0.0033,0.00273,67,0.3403,0.8245,0,4435.22,3786.38,0.1243,0
M00358,restaurants,daily,1768,31.85,56315.72,0.00531,0.00373,24,0.0756,0.7677,0,7473.09,6011.64,0.2549,0
M00359,gaming,twice_weekly,5267,109.72,577876.0,0.03124,0.05417,1,0.1276,0.5514,0,47184.72,45694.25,1.0,1
M00360,digital_services,daily,2155,97.4,209894.95,0.01463,0.01951,22,0.1162,0.7253,0,36689.96,30112.99,0.9998,1
M00361,electronics,daily,483,275.13,132886.19,0.00398,0.0047,63,0.02,0.8615,0,15191.12,11671.46,0.1884,0
M00362,grocery,daily,1340,33.67,45119.21,0.0015,0.00119,5,0.3938,0.9099,0,6267.0,4698.39,0.0361,0
M00363,grocery,daily,2082,33.18,69076.25,0.00187,0.00267,272,0.02,0.8208,0,6107.44,4788.13,0.0377,0
M00364,grocery,daily,2157,37.53,80944.87,0.00283,0.00387,190,0.1276,0.9163,0,11960.45,8936.97,0.0857,0
M00365,marketplace,daily,595,83.17,49487.97,0.00355,0.00421,32,0.2112,0.8464,0,3127.67,2421.26,0.1849,1
M00366,travel,daily,986,313.38,308989.99,0.03092,0.05266,42,0.1462,0.8654,0,37641.19,28863.63,1.0,1
M00367,restaurants,daily,2317,57.52,133275.44,0.00577,0.00943,33,0.1455,1.0405,0,10948.6,7657.54,0.6543,1
M00368,marketplace,daily,474,75.39,35735.66,0.00827,0.00933,8,0.2079,0.3615,0,2551.76,2451.76,0.9567,1
M00369,retail,weekly,4739,88.59,419827.49,0.00601,0.00522,83,0.2274,0.8793,1,33561.19,30203.0,0.7304,0
M00370,healthcare,daily,875,157.68,137967.35,0.00405,0.00395,56,0.0427,0.8921,0,10308.53,7798.74,0.1334,0
M00371,restaurants,twice_weekly,2329,52.97,123376.7,0.00805,0.01227,51,0.1612,0.7991,1,15455.01,13358.99,0.9836,1
M00372,retail,daily,1641,68.54,112474.95,0.00857,0.01469,59,0.4967,1.2348,0,17379.99,10855.44,0.9805,1
M00373,retail,daily,479,114.1,54656.08,0.00555,0.00932,59,0.248,0.8484,0,4621.78,3574.25,0.7273,1
M00374,retail,daily,2927,98.18,287380.08,0.01251,0.02212,112,0.1882,1.0578,0,24309.59,16840.14,0.9996,1
M00375,fuel,daily,2011,58.59,117829.29,0.00348,0.00537,3,0.2147,0.6297,0,18649.28,15992.79,0.298,1
M00376,fuel,daily,1250,61.32,76651.86,0.00307,0.00551,17,0.086,0.5512,0,7685.46,6823.0,0.2369,0
M00377,electronics,daily,714,265.66,189678.17,0.00587,0.00421,14,0.0839,0.6908,0,33787.5,28179.8,0.4347,1
M00378,travel,daily,1572,169.49,266438.6,0.0253,0.04111,44,0.0977,0.9679,0,46646.86,33929.66,1.0,1
M00379,retail,daily,733,121.92,89369.4,0.01146,0.0117,27,0.339,0.9387,0,9366.74,6918.36,0.9886,1
M00380,marketplace,daily,326,89.78,29269.38,0.01685,0.01248,140,0.2424,0.8634,0,3544.58,2720.82,0.9992,1
M00381,digital_services,daily,1642,79.57,130660.83,0.02588,0.0362,114,0.1695,0.8263,0,9865.53,7713.6,1.0,1
M00382,electronics,daily,2069,261.3,540631.97,0.0164,0.02189,205,0.1741,0.8988,0,66354.44,50028.92,1.0,1
M00383,restaurants,daily,1588,26.49,42060.28,0.00279,0.00297,4,0.0388,0.8954,1,6007.72,4537.47,0.1699,0
M00384,travel,daily,497,252.39,125436.22,0.01872,0.0211,20,0.2039,0.8667,0,21977.94,16841.88,1.0,1
M00385,retail,daily,821,76.88,63121.64,0.0062,0.00646,24,0.2905,0.6956,0,7691.51,6400.78,0.6737,1
M00386,electronics,daily,1322,282.67,373683.96,0.01115,0.01774,32,0.2894,0.8335,0,50850.13,39618.31,0.9986,1
M00387,marketplace,daily,1423,79.0,112423.15,0.01415,0.01208,25,0.3043,0.872,0,18355.9,14029.27,0.9975,1
M00388,electronics,weekly,284,201.67,57273.9,0.02182,0.03594,19,0.2378,0.5306,0,4979.3,5271.08,1.0,1
M00389,grocery,daily,1352,42.83,57908.08,0.00144,0.00102,300,0.2785,1.0491,0,7344.8,5112.64,0.0206,0
M00390,restaurants,daily,1755,43.91,77059.55,0.00139,0.00099,7,0.3696,0.7003,1,8480.05,7041.56,0.1258,0
M00391,digital_services,daily,389,101.23,39379.14,0.01081,0.01161,9,0.5206,0.8906,0,5012.45,3794.94,0.9913,1
M00392,grocery,weekly,1474,24.62,36292.33,0.00258,0.00438,37,0.2396,0.938,0,3135.42,2737.89,0.1024,0
M00393,digital_services,twice_weekly,496,70.72,35077.97,0.01578,0.02253,78,0.02,0.7352,0,3570.45,3182.08,0.9999,1
M00394,marketplace,twice_weekly,4915,81.14,398788.39,0.02318,0.024,129,0.0475,0.9312,0,55099.21,44568.62,1.0,1
M00395,grocery,weekly,1037,50.37,52235.09,0.00313,0.00415,0,0.1848,0.8005,0,6675.74,6246.85,0.1438,0
M00396,travel,daily,3351,242.43,812374.19,0.018,0.01378,140,0.2858,0.946,0,120687.14,88802.1,0.9998,1
M00397,restaurants,weekly,836,63.23,52857.1,0.00389,0.00598,65,0.3212,0.6527,0,5715.39,5732.68,0.4012,1
M00398,retail,daily,1406,116.18,163350.27,0.00175,0.00182,98,0.3045,0.9118,0,27642.01,20702.88,0.0448,0
M00399,travel,twice_weekly,558,304.16,169723.62,0.01602,0.01845,54,0.1371,0.6962,0,18826.13,17086.63,0.9999,1
M00400,travel,daily,2099,364.08,764200.95,0.03491,0.05118,116,0.0657,0.754,0,50099.75,40565.32,1.0,1
M00401,retail,daily,1025,50.31,51566.69,0.00884,0.01548,77,0.1207,0.6229,0,7760.7,6675.68,0.9899,1
M00402,healthcare,weekly,525,111.66,58623.7,0.00353,0.00534,47,0.4673,0.6028,0,9631.61,9879.48,0.3951,0
M00403,restaurants,daily,1502,71.52,107429.22,0.00535,0.00452,113,0.1508,0.8639,0,11826.52,9075.55,0.3013,0
M00404,grocery,weekly,1478,34.35,50774.53,0.00042,0.00039,83,0.2478,0.8002,0,6431.79,6019.46,0.0151,1
M00405,electronics,daily,2971,236.78,703480.47,0.03082,0.05308,31,0.1108,0.8092,0,112950.18,89057.15,1.0,1
M00406,healthcare,twice_weekly,2107,220.64,464891.26,0.00154,0.00153,150,0.1512,0.7368,0,65501.88,58332.54,0.0419,0
M00407,retail,weekly,2896,77.21,223592.96,0.00384,0.00555,29,0.0616,0.985,0,13940.2,11874.87,0.1834,1
M00408,restaurants,daily,567,24.25,13748.39,0.00479,0.00633,133,0.1752,0.9298,1,2084.41,1546.68,0.6206,1
M00409,grocery,weekly,1155,66.18,76439.9,0.00216,0.00197,2,0.096,0.8522,0,8223.44,7501.7,0.0407,0
M00410,electronics,daily,2619,201.23,527026.23,0.0088,0.01106,8,0.0628,0.733,0,39839.77,32580.64,0.9598,1
M00411,marketplace,twice_weekly,957,56.47,54040.93,0.01635,0.01295,47,0.1525,0.695,0,6392.13,5804.61,0.9993,1
M00412,marketplace,daily,929,85.51,79434.98,0.00506,0.00356,211,0.0943,0.8375,0,8779.16,6826.46,0.23,0
M00413,grocery,daily,1285,31.05,39895.65,0.00097,0.00126,43,0.0812,0.783,0,6176.22,4931.89,0.0193,0
M00414,healthcare,twice_weekly,393,134.18,52731.36,0.00349,0.00311,33,0.2616,0.8342,0,8619.42,7323.33,0.1308,0
M00415,grocery,daily,1047,44.35,46431.39,0.00202,0.00194,88,0.0322,0.942,0,3883.4,2863.36,0.027,0
M00416,retail,daily,3311,96.26,318717.44,0.00802,0.01131,17,0.1757,0.4479,0,36335.09,33702.58,0.968,1
M00417,fuel,daily,777,50.09,38920.55,0.0055,0.00593,203,0.277,0.9353,0,5955.31,4406.33,0.4329,0
M00418,restaurants,weekly,458,49.82,22818.29,0.00352,0.00549,9,0.2098,0.7401,0,3158.42,3042.41,0.2661,0
M00419,fuel,daily,5103,44.84,228831.85,0.0002,0.00025,27,0.1895,1.0096,0,15524.93,11043.07,0.0091,0
M00420,healthcare,twice_weekly,999,159.66,159496.65,0.00411,0.00599,82,0.1401,0.6398,0,14223.39,13246.26,0.3561,0
M00421,marketplace,weekly,484,59.55,28820.49,0.00923,0.01187,71,0.2197,0.7458,0,1981.93,1903.97,0.9754,1
M00422,grocery,daily,712,52.52,37396.04,0.00207,0.00329,365,0.2682,0.9944,0,4796.87,3440.19,0.0578,0
M00423,grocery,daily,760,38.31,29113.11,0.00275,0.00397,151,0.1603,0.7138,0,3386.47,2794.48,0.1177,0
M00424,grocery,twice_weekly,934,55.92,52230.4,0.00074,0.00063,236,0.1427,0.8415,0,4561.51,3861.62,0.0145,0
M00425,digital_services,daily,832,89.68,74612.76,0.0002,0.00031,38,0.5088,0.6319,0,6217.78,5326.97,0.0348,0
M00426,restaurants,twice_weekly,1221,62.92,76822.91,0.00397,0.0041,33,0.143,0.9,0,9187.77,7552.52,0.1598,0
M00427,retail,twice_weekly,413,73.12,30200.07,0.01128,0.01543,76,0.2492,0.8243,0,5047.46,4309.48,0.9962,1
